id,post_message,link_title,affluence_index,likes,comments,shares,link,muslim_prop,male_prop,age_index
26781952138_10155581734547139,,Video: Indian shot putter Manpreet Kaur fails doping test,1.54,89,0,3,http://timesofindia.indiatimes.com/videos/sports/other-sports/indian-shot-putter-manpreet-kaur-fails-doping-test/videoshow/59661560.cms?utm_source=facebook.com&utm_medium=referral&utm_campaign=TOI,10.53%,78.67%,0.39
26781952138_10155581794562139,"The rainy season may lift your mood and on the other hand, take a toll on your skin",7 skincare tips to follow this monsoon,1.54,77,4,3,http://timesofindia.indiatimes.com/life-style/beauty/Monsoon-skincare/photostory/59456332.cms?utm_source=facebook.com&utm_medium=referral&utm_campaign=TOI,19.05%,70.37%,0.43
26781952138_10155581827412139,"Trump Jr met Russian lawyer amid promise of Clinton news 

Read more: http://toi.in/OrY_6Z",,2.30,21,0,1,https://www.facebook.com/TimesofIndia/videos/10155589246652139/,13.33%,66.67%,0.43
26781952138_10155581847337139,"In the city of Pamplona in Spain, the festival of San Fermin is a week-long celebration of festivities and some grave injuries as well.",This festival can kill you,1.54,89,1,2,http://photogallery.indiatimes.com/news/events/the-san-fermin-festival/articleshow/59525848.cms?utm_source=facebook.com&utm_medium=referral&utm_campaign=TOI&utm_content=om-bm,8.45%,73.24%,0.38
26781952138_10155581853242139,Sufayan Zafar has been released on bail by a Pakistani anti-terrorism court due to 'lack of evidence' against him.,26/11 case: Pak court releases another LeT suspect on bail,1.54,359,61,13,http://timesofindia.indiatimes.com/world/pakistan/26/11-case-pak-court-releases-another-let-suspect-on-bail/articleshow/59579706.cms?utm_source=facebook.com&utm_medium=referral&utm_campaign=TOI&utm_content=om-bm,18.41%,84.39%,0.36
26781952138_10155581857317139,Arjun Kapoor shares his thoughts on getting married.,This is when Arjun Kapoor plans on tying the knot,1.54,73,3,0,http://timesofindia.indiatimes.com/entertainment/hindi/bollywood/This-is-when-Arjun-Kapoor-plans-on-tying-the-knot/photostory/59557227.cms?utm_source=facebook.com&utm_medium=referral&utm_campaign=TOI&utm_content=om-bm,21.54%,57.14%,0.36
26781952138_10155581901802139,Volvo has bet big by opening a new wagon segment,Volvo V90 Cross Country launched in India,1.54,268,5,4,http://timesofindia.indiatimes.com/auto/launches/volvo-v90-cross-country-launched-in-india/articleshow/59561622.cms?utm_source=facebook.com&utm_medium=referral&utm_campaign=TOI,9.69%,82.30%,0.36
26781952138_10155581905437139,"There is an attempt to break the alliance in Bihar,' said RJD.",Tejashwi Yadav will not resign: RJD,1.54,350,64,6,http://timesofindia.indiatimes.com/india/tejashwi-yadav-will-not-resign-attempt-to-break-alliance-will-fail-rjd/articleshow/59525265.cms?utm_source=facebook.com&utm_medium=referral&utm_campaign=TOI&utm_content=om-bm,14.91%,90.57%,0.38
26781952138_10155581944147139,"Liu, who has advanced liver cancer, is suffering from respiratory and renal failure as well","Jailed Chinese Nobel laureate's condition life threatening, says hospital",1.54,88,1,1,http://timesofindia.indiatimes.com/world/china/jailed-chinese-nobel-laureates-condition-life-threatening-says-hospital/articleshow/59565111.cms?utm_source=facebook.com&utm_medium=referral&utm_campaign=TOI,10.00%,78.21%,0.40
26781952138_10155581966607139,"The BJP MPs Meenakshi Lekhi, Om Mathur and Satyapal Singh were stopped by the police",BJP MPs detained while trying to visit riot-hit Basirhat,1.54,460,53,15,http://timesofindia.indiatimes.com/india/bjp-mps-detained-while-trying-to-visit-riot-hit-basirhat/articleshow/59502317.cms?utm_source=facebook.com&utm_medium=referral&utm_campaign=TOI,12.76%,89.47%,0.37
26781952138_10155581977817139,#ICYMI | Centre said no new opportunity would be given for exchange of the outlawed currency as it could be misused.,Government refuses to reopen note swap window,1.54,127,3,4,http://timesofindia.indiatimes.com/india/govt-stays-firm-refuses-to-reopen-note-swap-window/articleshow/59640918.cms?utm_source=facebook.com&utm_medium=referral&utm_campaign=TOI&utm_content=om-bm,15.74%,81.55%,0.39
26781952138_10155582015847139,,Video: Govt employees wear helmet inside office in Bihar,1.54,122,3,5,http://timesofindia.indiatimes.com/videos/news/watch-govt-employees-wear-helmet-inside-office-in-bihar/videoshow/59628497.cms?utm_source=facebook.com&utm_medium=referral&utm_campaign=TOI,9.84%,81.42%,0.39
26781952138_10155582032172139,,Video: Chinese expert warns of troops entering Kashmir,1.55,1179,177,52,http://timesofindia.indiatimes.com/videos/news/chinese-expert-warns-of-troops-entering-kashmir/videoshow/59521860.cms?utm_source=facebook.com&utm_medium=referral&utm_campaign=TOI,18.68%,90.82%,0.38
26781952138_10155582047207139,Actor Karanvir Bohra talks about his upcoming show #IndiasBestJudwaah his daughters and more,,1.55,478,208,40,https://www.facebook.com/TimesofIndia/videos/10155604099527139/,20.00%,57.55%,0.39
26781952138_10155582067527139,The move could bring down NPAs and improve the financial health of banks,RBI may push for resolution of bad loans worth Rs 8 lakh crore by March 2019,1.55,159,3,9,http://timesofindia.indiatimes.com/business/india-business/rbi-may-push-for-resolution-of-bad-loans-worth-rs-8-lakh-crore-by-march-2019-study/articleshow/59620547.cms?utm_source=facebook.com&utm_medium=referral&utm_campaign=TOI,8.09%,83.85%,0.39
26781952138_10155582080267139,"""She was fierce and determined, and the rest is history.""","Meet Mehrunnisha, Social's famous female bouncer",1.55,257,10,10,http://timesofindia.indiatimes.com/india/woman-bouncer-pulls-no-punches-in-indian-capital/articleshow/59589313.cms?utm_source=facebook.com&utm_medium=referral&utm_campaign=TOI&utm_content=om-bm,21.88%,73.56%,0.38
26781952138_10155582091512139,,"Ascertaining type of attack on IT ops, data safe: Religare",1.55,63,4,1,http://timesofindia.indiatimes.com/business/india-business/ascertaining-type-of-attack-on-it-ops-data-safe-religare/articleshow/59635834.cms?utm_source=facebook.com&utm_medium=referral&utm_campaign=TOI&utm_content=om-bm,16.00%,79.17%,0.42
26781952138_10155582147017139,A polling staff will collect personal pens from the voting MPs/MLAs at the entrance and give him/her the ECI special pen for marking the ballot.,"Unique, numbered pens to be used for presidential poll",1.55,131,1,3,http://timesofindia.indiatimes.com/india/unique-numbered-pens-to-be-used-for-presidential-poll/articleshow/59625300.cms?utm_source=facebook.com&utm_medium=referral&utm_campaign=TOI&utm_content=om-bm,11.43%,83.33%,0.38
26781952138_10155582159547139,,"Video: Heavy rain triggers waterlogging, brings traffic to halt in Ahmedabad",1.55,216,0,5,http://timesofindia.indiatimes.com/videos/city/ahmedabad/heavy-rain-triggers-waterlogging-brings-traffic-to-halt-in-ahmedabad/videoshow/59651456.cms?utm_source=facebook.com&utm_medium=referral&utm_campaign=TOI,17.13%,72.97%,0.39
26781952138_10155582169932139,"Counting of votes will take place on Thursday, July 20.",Presidential poll sees over 99 per cent voting,1.55,299,3,4,http://timesofindia.indiatimes.com/india/presidential-poll-sees-over-99-per-cent-voting/articleshow/59641226.cms?utm_source=facebook.com&utm_medium=referral&utm_campaign=TOI&utm_content=om-bm,10.85%,82.26%,0.38
26781952138_10155582174107139,This comes at a time when Indian and Chinese armies have locked horns over Doklam,China says willing to play 'constructive role' over Kashmir,1.55,1011,390,53,http://timesofindia.indiatimes.com/india/china-says-willing-to-play-constructive-role-over-kashmir/articleshow/59562088.cms?utm_source=facebook.com&utm_medium=referral&utm_campaign=TOI,16.96%,93.61%,0.38
26781952138_10155582177617139,,SC grants protection to couple who allege harassment by Manipur CM,1.55,111,4,1,http://timesofindia.indiatimes.com/india/sc-grants-protection-to-couple-who-allege-harassment-by-manipur-cm/articleshow/59653854.cms?utm_source=facebook.com&utm_medium=referral&utm_campaign=TOI&utm_content=om-bm,17.65%,72.63%,0.38
26781952138_10155582180012139,"Speaking to TOI, Irom Sharmila said, ""I fought against the oppressive Armed Forces (Special Powers) Act (AFSPA) for 16 long years but people rejected me in the polls.""",Irom Sharmila doesn't want to return to Manipur again,1.55,1508,177,84,http://timesofindia.indiatimes.com/city/imphal/dont-want-to-return-to-manipur-again-irom-sharmila/articleshow/59587218.cms?utm_source=facebook.com&utm_medium=referral&utm_campaign=TOI&utm_content=om-bm,14.64%,86.33%,0.38
26781952138_10155582182702139,,TOI Photogallery,1.07,50,1,0,http://photogallery.indiatimes.com/news/india/terrace-of-mukesh-ambanis-house-antilia-catches-fire-/mukesh-ambanis-house-antilia-on-fire/articleshow/59534291.cms,19.05%,67.50%,0.37
26781952138_10155582186597139,"According to police, the perpetrators and the victims were all from same community and neighbours.",Man murdered for supporting friend’s love affair with minor girl in TN - Times of India,1.55,106,3,5,http://timesofindia.indiatimes.com/city/chennai/man-murdered-for-supporting-friends-love-affair-with-minor-girl-in-tn/articleshow/59543006.cms?utm_source=facebook.com&utm_medium=referral&utm_campaign=TOI,19.15%,72.53%,0.36
26781952138_10155582220552139,The accused who made the hoax call was later nabbed by the police,"Hoax call to blow up Red Fort sends Delhi Police into tizzy, 1 held",1.55,118,3,1,http://timesofindia.indiatimes.com/city/delhi/hoax-call-to-blow-up-red-fort-sends-delhi-police-into-tizzy-1-held/articleshow/59618912.cms?utm_source=facebook.com&utm_medium=referral&utm_campaign=TOI,14.56%,85.26%,0.37
26781952138_10155582226022139,,Video: Man engaged in shootout with neighbour,1.56,64,0,0,http://timesofindia.indiatimes.com/videos/news/video-shows-man-engaged-in-shootout-with-neighbour/videoshow/59484032.cms?utm_source=facebook.com&utm_medium=referral&utm_campaign=TOI,16.33%,84.62%,0.37
26781952138_10155582288722139,"Justin Bieber in trouble, details here...",Justin Bieber fined for using phone while driving,1.56,246,12,3,http://www.bombaytimes.com/celebs/justin-bieber-fined-for-using-phone-while-driving/articleshow/59633272.cms?utm_source=facebook.com&utm_medium=referral&utm_campaign=TOI,11.82%,69.12%,0.37
26781952138_10155582311417139,The Chinese embassy  accused India of crossing a delimited boundary and entering another country's territory,"In media blitz, Beijing says Delhi's stand 'groundless'",1.56,329,52,8,http://timesofindia.indiatimes.com/india/in-media-blitz-beijing-says-delhis-stand-groundless/articleshow/59481654.cms?utm_source=facebook.com&utm_medium=referral&utm_term=b&utm_campaign=TOI&utm_content=om-bm,12.72%,89.59%,0.39
26781952138_10155582324842139,Nawazuddin Siddiqui starrer ‘Babumoshai Bandookbaaz’ was initially supposed to have Chitrangada Singh cast opposite the actor.,Here's why Chitrangada Singh quit 'Babumoshai Bandookbaaz',1.56,474,1,5,http://timesofindia.indiatimes.com/entertainment/hindi/bollywood/Heres-why-Chitrangada-Singh-quit-Babumoshai-Bandookbaaz/photostory/59557659.cms?utm_source=facebook.com&utm_medium=referral&utm_campaign=TOI&utm_content=om-bm,15.06%,88.13%,0.36
26781952138_10155582344692139,Legal trouble for Kylie & Kendall Jenner?,Kylie and Kendall Jenner slapped with a lawsuit,1.56,95,1,1,http://www.misskyra.com/celebs/kylie-and-kendall-jenner-slapped-with-a-lawsuit/articleshow/59511784.cms?utm_source=facebook.com&utm_medium=referral&utm_campaign=TOI,13.58%,62.16%,0.37
26781952138_10155582362007139,Ranbir Kapoor to highlight Sanjay Dutt's drug addiction phase in his biopic,Sanjay Dutt’s biopic to show his drug addiction,1.56,75,0,0,http://www.misskyra.com/celebs/sanjay-dutts-biopic-to-show-his-drug-addiction/articleshow/59556183.cms?utm_source=facebook.com&utm_medium=referral&utm_campaign=TOI,9.09%,72.13%,0.39
26781952138_10155582364177139,,Punjab CM writes to PM for bonus on paddy to check stubble burning,1.56,80,1,1,http://timesofindia.indiatimes.com/india/punjab-cm-writes-to-pm-for-bonus-on-paddy-to-check-stubble-burning/articleshow/59476814.cms?utm_source=facebook.com&utm_medium=referral&utm_campaign=TOI&utm_content=om-bm,15.49%,76.92%,0.43
26781952138_10155582380492139,Celebs react to the GST set by the government,Celebrities and their takes on the GST row! :::Bombay Times - Times of India::,1.56,289,3,4,http://www.bombaytimes.com/celebs/celebrities-and-their-takes-on-the-gst-row/photostory/59458000.cms?utm_source=facebook.com&utm_medium=referral&utm_campaign=TOI,15.42%,78.15%,0.38
26781952138_10155582390422139,Villagers are entering forest area illegally for fodder.',Clashes break out over cattle grazing in Sariska reserve,1.56,108,2,2,http://timesofindia.indiatimes.com/city/jaipur/clashes-break-out-over-cattle-grazing-in-sariska-reserve/articleshow/59507809.cms?utm_source=facebook.com&utm_medium=referral&utm_campaign=TOI&utm_content=om-bm,17.28%,86.49%,0.39
26781952138_10155582450752139,Internet sensation Poonam Pandey has shot a video with Indonesian models for a channel,PHOTOS: Poonam Pandey bonding with her new BFFs in Thailand,1.56,603,17,4,http://photogallery.indiatimes.com/celebs/bollywood/poonam-pandey/articleshow/59593026.cms?utm_source=facebook.com&utm_medium=referral&utm_campaign=TOI,11.54%,88.47%,0.37
26781952138_10155582450867139,,Lose weight without losing breast size - Here’s how you can lose weight without losing breast size | The Times of India,1.56,131,5,10,http://timesofindia.indiatimes.com/life-style/health-fitness/fitness/Lose-weight-without-losing-breast-size/photostory/59542002.cms?utm_source=facebook.com&utm_medium=referral&utm_campaign=TOI&utm_content=om-bm,16.51%,46.49%,0.37
26781952138_10155582477887139,,Video: Tejashwi Yadav says he will not resign,1.56,96,36,3,http://timesofindia.indiatimes.com/videos/news/tejashwi-yadav-says-he-will-not-resign/videoshow/59629928.cms?utm_source=facebook.com&utm_medium=referral&utm_campaign=TOI,14.66%,86.49%,0.40
26781952138_10155582481222139,This time opposition seems united.,JD(U) approves GK Gandhi as Oppn VP nominee,1.56,90,6,2,http://timesofindia.indiatimes.com/india/gopalkrishna-gandhi-is-oppositions-vp-pick-jdu-too-approves-choice/articleshow/59553186.cms?utm_source=facebook.com&utm_medium=referral&utm_campaign=TOI&utm_content=om-bm,10.59%,95.06%,0.37
26781952138_10155582508237139,Congress chief Sonia Gandhi launched a scathing attack on the Modi government a day before the start of the monsoon session of Parliament.,Country cannot be hostage to divisive and communal vision: Sonia Gandhi,1.56,1051,323,52,http://timesofindia.indiatimes.com/india/country-cannot-be-hostage-to-divisive-and-communal-vision-sonia-gandhi/articleshow/59624372.cms?utm_source=facebook.com&utm_medium=referral&utm_campaign=TOI&utm_content=om-bm,22.99%,88.61%,0.39
26781952138_10155582536072139,The pub-hopping crowd may have to wait longer for their favourite watering holes to reopen.,"Highway ban: With no clarity, reopening pubs may take longer",1.56,65,0,1,http://timesofindia.indiatimes.com/city/bengaluru/highway-ban-with-no-clarity-reopening-pubs-may-take-longer/articleshow/59587957.cms?utm_source=facebook.com&utm_medium=referral&utm_campaign=TOI,18.75%,74.47%,0.40
26781952138_10155582575167139,"Koeman said that he expected Rooney to provide an offensive threat, ending suggestions that he might play in midfield",Rooney to play across Everton front line: Koeman,1.56,171,2,0,http://timesofindia.indiatimes.com/sports/football/epl/top-stories/rooney-to-play-across-everton-front-line-koeman/articleshow/59533007.cms?utm_source=facebook.com&utm_medium=referral&utm_campaign=TOI,13.87%,88.64%,0.38
26781952138_10155582591142139,Tragedy strikes Amarnath Yatra again.,16 Amarnath yatris killed as bus falls into gorge,1.56,195,44,7,http://timesofindia.indiatimes.com/india/tragedy-strikes-amarnath-yatra-again-16-die-as-bus-falls-into-gorge/articleshow/59624828.cms?utm_source=facebook.com&utm_medium=referral&utm_campaign=TOI&utm_content=om-bm,16.94%,81.06%,0.37
26781952138_10155582596177139,These Bollywood actors impressed us with their gangster avatar onscreen!,Bollywood actors who played real-life dons onscreen :::Misskyra,1.57,127,4,1,http://www.misskyra.com/celebs/bollywood-actors-who-played-real-life-dons-onscreen/photostory/59503775.cms?utm_source=facebook.com&utm_medium=referral&utm_campaign=TOI,12.61%,83.65%,0.36
26781952138_10155582605952139,,Video: Timelapse of blue whale installed at UK museum,1.57,118,0,1,http://timesofindia.indiatimes.com/videos/news/timelapse-of-blue-whale-installed-at-uk-museum/videoshow/59588746.cms?utm_source=facebook.com&utm_medium=referral&utm_campaign=TOI,20.00%,72.92%,0.38
26781952138_10155582615317139,"Curfew was clamped in three towns, including Tral in Kashmir",Amarnath yatra suspended from Jammu due to Kashmir situation,1.57,335,72,10,http://timesofindia.indiatimes.com/india/amarnath-yatra-suspended-from-jammu-due-to-kashmir-situation/articleshow/59501955.cms?utm_source=facebook.com&utm_medium=referral&utm_campaign=TOI,14.52%,88.63%,0.36
26781952138_10155582647892139,It prompted officials to evacuate residents from about a dozen homes,"Growing sinkhole swallows 2 houses, 1 boat in Florida",1.57,95,2,2,http://timesofindia.indiatimes.com/world/mad-mad-world/growing-sinkhole-swallows-2-houses-1-boat-in-florida/articleshow/59604510.cms?utm_source=facebook.com&utm_medium=referral&utm_campaign=TOI,10.53%,77.61%,0.43
26781952138_10155582648507139,,"Video: Huge snake spotted in Dehradun market, rescued and released in forest area",1.57,364,3,4,http://timesofindia.indiatimes.com/videos/news/huge-snake-spotted-in-dehradun-market-rescued-and-released-in-forest-area/videoshow/59505173.cms?utm_source=facebook.com&utm_medium=referral&utm_campaign=TOI,14.06%,82.00%,0.37
26781952138_10155582655077139,Sandeep Sharma alias Adil converted to Islam to marry a woman he had fallen in love in Kashmir.,Love made LeT man Sandeep Sharma convert to Islam,1.57,1591,321,207,http://timesofindia.indiatimes.com/city/delhi/love-made-let-man-sandeep-sharma-convert-to-islam/articleshow/59589010.cms?utm_source=facebook.com&utm_medium=referral&utm_campaign=TOI,20.80%,90.06%,0.37
26781952138_10155582661677139,CM's back is against the wall,Nagaland CM hints at stepping down as governor orders floor test,1.57,132,2,2,http://timesofindia.indiatimes.com/city/guwahati/nagaland-cm-liezietsu-hints-at-stepping-down/articleshow/59652744.cms?utm_source=facebook.com&utm_medium=referral&utm_campaign=TOI&utm_content=om-bm,11.93%,81.37%,0.37
