id,post_message,link_title,affluence_index,likes,comments,shares,link,muslim_prop,male_prop,age_index
26781952138_10155609769307139,#BREAKING,Smriti Irani takes charge of I&B after Venkaiah Naidu's resignation,2.20,4759,228,135,http://timesofindia.indiatimes.com/india/smriti-irani-gets-ib-ministry-ds-tomar-gets-urban-development-ministry/articleshow/59644413.cms?utm_source=facebook.com&utm_medium=referral&utm_campaign=TOI&utm_content=om-bm,7.57%,82.72%,0.37
26781952138_10155609776187139,"The man was wearing a traditional Indian dress, a dhoti, and was ""respectably dressed"", according to his friend who accompanied him",Man wearing dhoti not allowed in Kolkata mall,2.20,278,95,84,http://timesofindia.indiatimes.com/india/man-wearing-dhoti-not-allowed-in-kolkata-mall/articleshow/59608108.cms?utm_source=facebook.com&utm_medium=referral&utm_campaign=TOI,9.27%,85.39%,0.39
26781952138_10155609780912139,India and the US commanders denied that China may be snooping on the exercise.,Malabar exercise is a signal to China we are one: US commander - Times of India,2.20,3879,39,147,http://timesofindia.indiatimes.com/india/malabar-is-a-signal-to-china-we-are-one-us-commander/articleshow/59534938.cms?utm_source=facebook.com&utm_medium=referral&utm_campaign=TOI&utm_content=om-bm,5.40%,89.75%,0.37
26781952138_10155609787682139,,When TV’s lead actresses turned negative on small screen,2.20,732,0,2,http://timesofindia.indiatimes.com/tv/news/hindi/Sangeeta-Ghosh-Shweta-Tiwari-Niki-Walia-When-TVs-lead-actresses-turned-negative-on-small-screen/photostory/59475636.cms?utm_source=facebook.com&utm_medium=referral&utm_campaign=TOI&utm_content=om-bm,11.82%,62.31%,0.36
26781952138_10155609823137139,,Reliance Jio set to announce Rs 500 phone: 7 things to know,2.20,806,16,36,http://www.gadgetsnow.com/slideshows/reliance-jio-set-to-announce-rs-500-phone-7-things-to-know/photolist/59472417.cms?utm_source=facebook.com&utm_medium=referral&utm_campaign=TOI&utm_content=om-bm,11.83%,81.29%,0.36
26781952138_10155609828987139,Revenue earned used for public welfare',"Ban on booze: Unlike Bihar, UP refuses to go dry",2.20,221,40,4,http://timesofindia.indiatimes.com/india/uttar-pradesh-wont-ban-liquor-says-revenue-earned-used-for-public-welfare/articleshow/59666471.cms?utm_source=facebook.com&utm_medium=referral&utm_campaign=TOI&utm_content=om-bm,8.62%,82.33%,0.37
26781952138_10155609831272139,,The Times of India | Sports,2.20,60,2,0,https://www.facebook.com/toisports/videos/1581313115234284/,7.89%,78.57%,0.40
26781952138_10155609831397139,,Aditya Roy Kapoor still acting ‘pricey’? | Entertainment- Times of India Videos,2.20,299,2,0,http://timesofindia.indiatimes.com/videos/entertainment/hindi/aditya-roy-kapoor-still-acting-pricey/videoshow/59548867.cms?utm_source=facebook.com&utm_medium=referral&utm_campaign=TOI,13.20%,72.69%,0.36
26781952138_10155609840087139,"US House of Representatives imposes  tougher conditions for defence funding to Pakistan 

More details here: http://toi.in/txxsjZ",,2.20,274,46,23,https://www.facebook.com/TimesofIndia/videos/10155609433097139/,7.34%,89.45%,0.40
26781952138_10155609842822139,,Don't think 'Bigg Boss' is tarnishing Tamil culture: Kamal Haasan,2.20,451,24,8,http://timesofindia.indiatimes.com/tv/news/tamil/dont-think-bigg-boss-is-tarnishing-tamil-culture-kamal-haasan/articleshow/59571974.cms?utm_source=facebook.com&utm_medium=referral&utm_campaign=TOI&utm_content=om-bm,12.63%,77.69%,0.38
26781952138_10155609848197139,,"Drone video shows Mosul destruction, airstrikes | News- Times of India Videos",2.21,124,1,1,http://timesofindia.indiatimes.com/videos/news/drone-video-shows-mosul-destruction-airstrikes/videoshow/59538871.cms?utm_source=facebook.com&utm_medium=referral&utm_campaign=TOI,13.13%,78.26%,0.41
26781952138_10155609855137139,Wedding guests often get a bag of goodies or some choice memento as return gifts but not at this wedding.,Guests get helmets as gifts at this wedding in Karnataka,2.21,527,12,22,http://timesofindia.indiatimes.com/city/bengaluru/bidar-wedding-guests-get-helmets-as-gifts/articleshow/59449715.cms?utm_source=facebook.com&utm_medium=referral&utm_campaign=TOI&utm_content=om-bm,10.18%,66.52%,0.38
26781952138_10155609857907139,#BREAKING,"Sensex, Nifty fall sharply; ITC stocks tank 14 %",2.21,244,6,4,http://timesofindia.indiatimes.com/business/india-business/sensex-nifty-fall-sharply-itc-stocks-tank-14-/articleshow/59643237.cms?utm_source=facebook.com&utm_medium=referral&utm_campaign=TOI&utm_content=om-bm,12.39%,81.78%,0.36
26781952138_10155609858837139,"Fans were upset with A.R. Rahman at a concert, here's why...",Here’s why fans during Wembley concert were upset with AR Rahman,2.21,356,75,6,http://www.bombaytimes.com/celebs/heres-why-fans-during-wembley-concert-were-upset-with-ar-rahman/articleshow/59591594.cms?utm_source=facebook.com&utm_medium=referral&utm_campaign=TOI,14.79%,78.77%,0.39
26781952138_10155609861122139,"Amid India-China border standoff, Modi and Xi meet in Hamburg, have 'conversation on a range of issues'

More details http://toi.in/fPtboZ",,2.21,226,28,10,https://www.facebook.com/TimesofIndia/videos/10155578333857139/,7.11%,83.33%,0.39
26781952138_10155609867087139,,"Video: More trouble for Misa Bharti, ED raids three locations in Delhi",2.21,207,7,1,http://timesofindia.indiatimes.com/videos/city/delhi/more-trouble-for-misa-bharti-ed-raids-three-locations-in-delhi/videoshow/59500654.cms?utm_source=facebook.com&utm_medium=referral&utm_campaign=TOI,11.17%,82.98%,0.36
26781952138_10155609873797139,Beware,This WhatsApp message can steal your bank information,2.21,160,7,98,http://www.gadgetsnow.com/tech-news/beware-this-whatsapp-message-can-steal-your-bank-information/articleshow/59635964.cms?utm_source=facebook.com&utm_medium=referral&utm_campaign=TOI&utm_content=om-bm,11.25%,82.78%,0.38
26781952138_10155609880887139,Roopa has exposed the VIP treatment being given to AIADMK leader VK Sasikala in Parappana Agrahara Central jail.,"Targeting me is unfair, didn't break service rules, says D Roopa",2.21,1951,64,79,http://timesofindia.indiatimes.com/india/sasikalas-vip-treatment-targeting-me-is-unfair-didnt-break-service-rules-says-d-roopa/articleshow/59595028.cms?utm_source=facebook.com&utm_medium=referral&utm_campaign=TOI,9.85%,77.03%,0.39
26781952138_10155609889452139,Preeti's 38th minute goal ensured India earned their first win in the tournament,Indian eves beat Chile 1-0 to enter quarters of HWL Semi-Final,2.21,958,6,22,http://timesofindia.indiatimes.com/sports/hockey/top-stories/indian-eves-beat-chile-1-0-to-enter-quarters-of-hwl-semi-final/articleshow/59562860.cms?utm_source=facebook.com&utm_medium=referral&utm_campaign=TOI,5.13%,68.65%,0.37
26781952138_10155609904272139,,"Video - Vijayawada: Goddess Shakambari Devi decorated with vegetables, devotees seek bumper harvest",2.21,239,5,2,http://timesofindia.indiatimes.com/videos/news/vijayawada-goddess-shakambari-devi-decorated-with-vegetables-devotees-seek-bumper-harvest/videoshow/59506078.cms?utm_source=facebook.com&utm_medium=referral&utm_campaign=TOI,6.70%,69.54%,0.40
26781952138_10155609915917139,Congratulations!,Vishesh Bhriguvanshi becomes the first Indian basketball player to sign with Australia's NBL,2.21,2960,15,95,http://timesofindia.indiatimes.com/sports/more-sports/others/vishesh-bhriguvanshi-first-indian-basketball-player-to-sign-with-australias-nbl/articleshow/59485203.cms?utm_source=facebook.com&utm_medium=referral&utm_term=b&utm_campaign=TOI&utm_content=om-bm,5.03%,69.79%,0.36
26781952138_10155609935777139,,Video: Nandana Sen dedicates her new book to father Amartya Sen,2.21,336,5,4,http://timesofindia.indiatimes.com/videos/city/kolkata/nandana-sen-dedicates-her-new-book-to-father-amartya-sen/videoshow/59531265.cms?utm_source=facebook.com&utm_medium=referral&utm_campaign=TOI,16.44%,65.58%,0.38
26781952138_10155609939837139,Rane was arrested along with 23 others at Malvan in coastal Konkan and produced in a local court,MLA Nitesh Rane held for throwing fish at government officer - Times of India,2.21,162,28,4,http://timesofindia.indiatimes.com/city/mumbai/mla-nitesh-rane-held-for-throwing-fish-at-government-officer/articleshow/59544904.cms?utm_source=facebook.com&utm_medium=referral&utm_campaign=TOI,16.67%,85.91%,0.38
26781952138_10155609964397139,,Speaking Tree,2.21,217,6,0,http://www.speakingtree.in/blog/5-bedtime-habits-of-successful-people,9.34%,69.54%,0.39
26781952138_10155610003267139,Why Venkaiah Naidu suits BJP for VP,What BJP calculated before choosing Naidu for Vice President,2.21,3113,50,47,http://timesofindia.indiatimes.com/india/why-venkaiah-naidu-suits-bjp-for-vp/articleshow/59636616.cms?utm_source=facebook.com&utm_medium=referral&utm_campaign=TOI&utm_content=om-bm,5.81%,94.33%,0.37
26781952138_10155610030117139,Rahul Gandhi's meeting comes amid China-India border standoff at Doklam in Sikkim sector.,"After denying reports, Congress admits Rahul met with Chinese envoy",2.21,1532,333,358,http://timesofindia.indiatimes.com/india/chinese-bhutanse-envoys-met-with-rahul-gandhi-congress/articleshow/59527522.cms?utm_source=facebook.com&utm_medium=referral&utm_campaign=TOI&utm_content=om-bm,8.20%,90.81%,0.37
26781952138_10155610045107139,via The Times of India - Auto,World's longest sea bridge to have electric vehicle charging stations,2.21,3751,5,58,http://timesofindia.indiatimes.com/auto/miscellaneous/worlds-longest-sea-bridge-to-have-electric-vehicle-charging-stations/articleshow/59515035.cms?utm_source=facebook.com&utm_medium=referral&utm_campaign=TOI,8.85%,79.36%,0.35
26781952138_10155610064452139,A major outreach to the Indian diaspora in Israel.,PM Narendra Modi announces Delhi-Mumbai-Tel Aviv flight service,2.21,1434,8,25,http://timesofindia.indiatimes.com/india/pm-narendra-modi-announces-delhi-mumbai-tel-aviv-flight-service/articleshow/59464059.cms?utm_source=facebook.com&utm_medium=referral&utm_campaign=TOI&utm_content=om-bm,4.80%,85.95%,0.36
26781952138_10155610090832139,The much-awaited appointment of the next coach of the Indian men's cricket team has been deferred.,Coach appointment held back until Virat Kohli has his say: Ganguly,2.22,180,3,2,http://timesofindia.indiatimes.com/sports/cricket/news/india-coach-appointment-held-back-until-virat-kohli-has-his-say-ganguly/articleshow/59529408.cms?utm_source=facebook.com&utm_medium=referral&utm_campaign=TOI&utm_content=om-bm,8.50%,86.00%,0.37
26781952138_10155610102047139,The tips will help decide the longevity of your device's battery.,10 things you should never do while charging your smartphone | Gadgets Now,2.22,491,5,58,http://www.gadgetsnow.com/slideshows/how-to-charge-your-smartphone-10-dos-and-donts/photolist/58973701.cms?utm_source=facebook.com&utm_medium=referral&utm_campaign=TOI,10.19%,76.57%,0.34
26781952138_10155610107027139,,"Airtel, Idea, Vodafone push for doubling mobile call termination charge",2.22,263,1,7,http://timesofindia.indiatimes.com/business/india-business/airtel-idea-vodafone-push-for-doubling-mobile-call-termination-charge/articleshow/59648672.cms?utm_source=facebook.com&utm_medium=referral&utm_campaign=TOI&utm_content=om-bm,12.76%,89.45%,0.38
26781952138_10155610275577139,Here the Team India coach speaks about his plans.,What goes around comes around: Ravi Shastri,2.22,273,11,0,http://timesofindia.indiatimes.com/sports/cricket/news/what-goes-around-comes-around-ravi-shastri/articleshow/59571097.cms?utm_source=facebook.com&utm_medium=referral&utm_campaign=TOI&utm_content=om-bm,5.24%,85.06%,0.36
26781952138_10155610300647139,It has till now tracked more than 100 children across the country,An app that helps track missing children,2.22,173,0,24,http://timesofindia.indiatimes.com/city/chennai/an-app-that-helps-track-missing-children/articleshow/59496498.cms?utm_source=facebook.com&utm_medium=referral&utm_campaign=TOI,12.84%,66.20%,0.38
26781952138_10155610314712139,Home ministry has served them show cause notices for not filing annual income and expenditure records for five years,"6,000 NGOs could lose licence to receive foreign donations",2.22,643,12,45,http://timesofindia.indiatimes.com/business/india-business/6000-ngos-could-lose-licence-to-receive-foreign-donations/articleshow/59526290.cms?utm_source=facebook.com&utm_medium=referral&utm_campaign=TOI,6.78%,85.41%,0.38
26781952138_10155610323452139,,"Bullish run continues in markets, Sensex nears 32,000",2.22,64,2,2,http://timesofindia.indiatimes.com/business/india-business/bullish-run-continues-in-markets-sensex-nears-32000/articleshow/59572352.cms?utm_source=facebook.com&utm_medium=referral&utm_campaign=TOI&utm_content=om-bm,7.02%,77.05%,0.37
26781952138_10155610329477139,,The Times of India | Sports,2.22,362,1,0,https://www.facebook.com/toisports/videos/1580295385336057/,6.19%,76.58%,0.38
26781952138_10155610332862139,,GST masterclass: What your bills should look like - Times of India,2.22,109,6,4,http://timesofindia.indiatimes.com/business/india-business/gst-masterclass-what-your-bills-should-look-like/articleshow/59490974.cms?utm_source=facebook.com&utm_medium=referral&utm_campaign=TOI&utm_content=om-bm,7.61%,78.65%,0.39
26781952138_10155610393847139,,Video: Shiv Sena workers beat drums in front of banks over farm loan waiver,2.22,76,2,2,http://timesofindia.indiatimes.com/videos/city/mumbai/farm-loan-waiver-shiv-sena-workers-beat-drums-in-front-of-banks/videoshow/59531108.cms?utm_source=facebook.com&utm_medium=referral&utm_campaign=TOI,13.24%,76.12%,0.34
26781952138_10155610409647139,The capsule which will burst and create smoke having unbearable odour will not affect the health and lives of human.,Kannauj perfumers develop 'stink bomb' to tackle stone-pelters in Kashmir,2.22,1150,82,99,http://timesofindia.indiatimes.com/city/lucknow/kannauj-perfumers-develop-stink-bomb-to-tackle-stone-pelters-in-kashmir/articleshow/59499914.cms?utm_source=facebook.com&utm_medium=referral&utm_campaign=TOI,6.06%,87.21%,0.37
26781952138_10155610471627139,From SRK to Sridevi: When Bollywood celebs spoke about their kids' Bollywood entry,Shah Rukh Khan speaks about his daughter Suhana's acting career - From SRK to Sridevi: When Bollywood celebs spoke about their kids' Bollywood entry | The Times of India,2.22,400,7,3,http://timesofindia.indiatimes.com/entertainment/hindi/bollywood/photo-features/from-srk-to-sridevi-when-bollywood-celebs-spoke-about-their-kids-bollywood-entry/shah-rukh-khan-speaks-about-his-daughter-suhanas-acting-career/photostory/59426365.cms?utm_source=facebook.com&utm_medium=referral&utm_campaign=TOI,15.38%,56.10%,0.37
26781952138_10155610484697139,Reactions?,Kamal Haasan threatened with Rs 100cr defamation,2.22,302,5,4,http://timesofindia.indiatimes.com/city/chennai/bigg-boss-puthiya-tamizhagam-threatens-to-file-100cr-defamation-case-against-kamal-haasan-tamil-tv-channel/articleshow/59652200.cms?utm_source=facebook.com&utm_medium=referral&utm_campaign=TOI&utm_content=om-bm,10.74%,76.32%,0.37
26781952138_10155610485412139,,Tata Motors confirms its next big launch,2.22,1356,33,102,http://timesofindia.indiatimes.com/auto/launches/tata-nexon-suv-launch-confirmed-gets-new-powertrains/articleshow/59634995.cms?utm_source=facebook.com&utm_medium=referral&utm_campaign=TOI&utm_content=om-bm,7.85%,93.33%,0.36
26781952138_10155610495572139,Mere 4 to 5 raw or undercooked beans are potent enough to make you fall sick.,Why Rajma Chawal is hurting you,2.22,78,9,8,http://timesofindia.indiatimes.com/life-style/health-fitness/Why-you-may-need-to-stop-eating-Rajma/photostory/59545699.cms?utm_source=facebook.com&utm_medium=referral&utm_campaign=TOI&utm_content=om-bm,10.26%,70.27%,0.38
26781952138_10155610516162139,"The Russian leader said he reiterated his ""well-known"" position that ""there are no grounds"" for the allegations.","Putin hails meeting, thinks Trump accepted election denials",2.22,202,1,0,http://timesofindia.indiatimes.com/world/europe/putin-hails-meeting-thinks-trump-accepted-election-denials/articleshow/59506564.cms?utm_source=facebook.com&utm_medium=referral&utm_campaign=TOI&utm_content=om-bm,8.14%,87.34%,0.38
26781952138_10155610534002139,Were you waiting for this?,"Refreshed Apple MacBook Pro, MacBook Air and 12-inch MacBook's India availability confirmed",2.23,147,3,6,http://www.gadgetsnow.com/tech-news/refreshed-apple-macbook-pro-macbook-air-and-12-inch-macbook-india-availability-confirmed/articleshow/59469538.cms?utm_source=facebook.com&utm_medium=referral&utm_campaign=TOI&utm_content=om-bm,14.07%,74.22%,0.33
26781952138_10155610556742139,,Video: Tiger cub rescued by locals in flood affected area,2.23,2728,18,30,http://timesofindia.indiatimes.com/videos/news/watch-tiger-cub-rescued-by-locals-in-flood-affected-area/videoshow/59605504.cms?utm_source=facebook.com&utm_medium=referral&utm_campaign=TOI,7.33%,70.65%,0.35
26781952138_10155610587002139,"Pakistan's Malala Yousafzai graduated high school, joined Twitter and in fewer than 24 hours gained close to 370,000 followers","Malala finishes school, Bill Gates, Justin Trudeau laud her",2.23,9378,139,127,http://timesofindia.indiatimes.com/world/pakistan/as-malala-yousafzai-graduates-high-school-global-luminaries-including-bill-gates-justin-trudeau-congratulate-her/articleshow/59499635.cms?utm_source=facebook.com&utm_medium=referral&utm_campaign=TOI,14.20%,65.97%,0.36
26781952138_10155610882147139,BollywoodBuzz: Sridevi breaks down while talking about 'Mom'...and more,BollywoodBuzz: Sridevi breaks down while talking about 'Mom'...and more,2.23,599,19,3,http://timesofindia.indiatimes.com/videos/entertainment/hindi/bollywoodbuzz-sridevi-breaks-down-while-talking-about-mom-and-more/videoshow/59571293.cms?utm_source=facebook.com&utm_medium=referral&utm_campaign=TOI,11.88%,40.55%,0.37
26781952138_10155610886197139,,"Samsung to extract 157 tons of gold, silver and other metals from Galaxy Note 7",2.23,1256,5,27,http://www.gadgetsnow.com/tech-news/samsung-to-extract-157-tons-of-gold-silver-and-other-metals-from-galaxy-note-7/articleshow/59645915.cms?utm_source=facebook.com&utm_medium=referral&utm_campaign=TOI&utm_content=om-bm,9.82%,91.49%,0.35
26781952138_10155610899227139,The court noted the submission that the NRIs can be allowed to vote through postal ballot.,Supreme Court asks Centre to apprise it on issue of NRI voting in polls,2.23,114,0,6,http://timesofindia.indiatimes.com/nri/other-news/supreme-court-asks-centre-to-apprise-it-on-issue-of-nri-voting-in-polls/articleshow/59591931.cms?utm_source=facebook.com&utm_medium=referral&utm_campaign=TOI&utm_content=om-bm,9.78%,71.74%,0.41
26781952138_10155610930242139,"The order threatens to render thousands of residents, many of them senior citizens, homeless.","Cut height for flight path, 70 Mumbai buildings told",2.23,665,19,45,http://timesofindia.indiatimes.com/india/cut-height-for-flight-path-70-mumbai-buildings-told/articleshow/59614266.cms?utm_source=facebook.com&utm_medium=referral&utm_campaign=TOI&utm_content=om-bm,11.77%,85.19%,0.35
26781952138_10155611901147139,"Vote for ideology that binds India: Meira Kumar to lawmakers

Read more: http://toi.in/KXWgMZ89",,2.23,313,97,10,https://www.facebook.com/TimesofIndia/videos/10155616899142139/,20.42%,86.70%,0.39
26781952138_10155611914552139,The flesh trade mafia operates almost like a corporate house.,Pune police flesh out modus operandi of sex rackets,2.23,520,15,30,http://timesofindia.indiatimes.com/city/pune/police-flesh-out-modus-operandi-of-sex-rackets/articleshow/59575767.cms?utm_source=facebook.com&utm_medium=referral&utm_campaign=TOI&utm_content=om-bm,11.02%,83.86%,0.39
26781952138_10155611920117139,#BigNews,"Angry at 'not being allowed to speak', BSP chief Mayawati says she will quit Rajya Sabha",2.23,445,158,10,http://timesofindia.indiatimes.com/india/angry-at-not-being-allowed-to-speak-bsp-chief-mayawati-says-she-will-quit-rajya-sabha/articleshow/59645549.cms?utm_source=facebook.com&utm_medium=referral&utm_campaign=TOI&utm_content=om-bm,8.85%,94.00%,0.36
26781952138_10155611977117139,,"Amarnath attack: Meet Salim, who drove over 50 Amarnath yatris to safety | News- Times of India Videos",2.23,7701,167,433,http://timesofindia.indiatimes.com/videos/news/amarnath-attack-meet-salim-who-drove-over-50-amarnath-yatris-to-safety/videoshow/59543002.cms?utm_source=facebook.com&utm_medium=referral&utm_campaign=TOI,14.77%,63.92%,0.36
26781952138_10155612005302139,,"Vice-presidential poll: PM Modi calls up Nitish, Pawar, Sharad Yadav",2.23,644,5,3,http://timesofindia.indiatimes.com/india/vice-presidential-poll-pm-modi-calls-up-nitish-pawar-yadav/articleshow/59637627.cms?utm_source=facebook.com&utm_medium=referral&utm_campaign=TOI&utm_content=om-bm,7.58%,89.80%,0.37
26781952138_10155612027502139,#BidishaBezbaruah did a dance sequence in #JaggaJasoos with Katrina Kaif,‘Jagga Jasoos’ actress Bidisha Bezbaruah commits suicide by hanging herself,2.23,500,14,8,http://www.misskyra.com/celebs/8216jagga-jasoos8217-actress-bidisha-bezbaruah-commits-suicide-by-hanging-herself/articleshow/59656948.cms?utm_source=facebook.com&utm_medium=referral&utm_campaign=TOI,14.50%,53.97%,0.36
26781952138_10155612031682139,,Hina Khan is killing it with her chic look,2.23,533,5,2,http://timesofindia.indiatimes.com/tv/news/hindi/PICS-Akshara-aka-Hina-Khan-of-Yeh-Rishta-undergoes-a-glamorous-transformation/photostory/59309046.cms?utm_source=facebook.com&utm_medium=referral&utm_campaign=TOI&utm_content=om-bm,13.81%,51.26%,0.35
26781952138_10155612069012139,,Video: Nawazuddin Siddiqui's cryptic tweet hints at biases in Bollywood,2.23,454,15,5,http://timesofindia.indiatimes.com/videos/celebs/nawazuddin-siddiquis-cryptic-tweet-hints-at-biases-in-bollywood/videoshow/59643494.cms?utm_source=facebook.com&utm_medium=referral&utm_campaign=TOI,13.20%,77.98%,0.35
26781952138_10155612120417139,R.I.P,Renowned cartoonist Mangesh Tendulkar dies in Pune - Times of India,2.23,284,10,11,http://timesofindia.indiatimes.com/city/pune/renowned-cartoonist-mangesh-tendulkar-dies-in-pune/articleshow/59541545.cms?utm_source=facebook.com&utm_medium=referral&utm_campaign=TOI&utm_content=om-bm,7.09%,68.35%,0.36
26781952138_10155612145682139,,Video: Flash floods hit English coastal village,2.23,104,4,2,http://timesofindia.indiatimes.com/videos/news/flash-floods-hit-english-coastal-village/videoshow/59659458.cms?utm_source=facebook.com&utm_medium=referral&utm_campaign=TOI,13.19%,72.34%,0.40
26781952138_10155612278737139,,Video: BBMP organises awareness campaign to control mosquito menace in Bengaluru,1.70,44,1,1,http://timesofindia.indiatimes.com/videos/city/bengaluru/bengaluru-bbmp-organises-awareness-campaign-to-control-mosquito-menace/videoshow/59671995.cms?utm_source=facebook.com&utm_medium=referral&utm_campaign=TOI,21.67%,86.21%,0.38
26781952138_10155612292157139,Sale of weapons to India would undermine strategic balance.',Pak 'concerned' over sale of weapons to India,2.23,1260,187,34,http://timesofindia.indiatimes.com/world/pakistan/sale-of-weapons-to-india-would-undermine-strategic-balance-pak/articleshow/59475248.cms?utm_source=facebook.com&utm_medium=referral&utm_campaign=TOI&utm_content=om-bm,7.57%,94.30%,0.37
26781952138_10155612317812139,Read more here,Anti-Pakistan protests erupt in Sindh,2.23,2840,167,147,http://timesofindia.indiatimes.com/world/pakistan/anti-pakistan-protests-erupt-in-sindh/articleshow/59647150.cms?utm_source=facebook.com&utm_medium=referral&utm_campaign=TOI&utm_content=om-bm,6.68%,93.01%,0.37
26781952138_10155612338847139,Ravi Shastri has been appointed the cricket team's new coach till the 2019 World Cup.,Here's how Ravi Shastri became the Team India coach,2.24,412,21,6,http://timesofindia.indiatimes.com/sports/cricket/news/ravi-shastri-ticked-all-boxes-for-cac/articleshow/59554508.cms?utm_source=facebook.com&utm_medium=referral&utm_campaign=TOI&utm_content=om-bm,7.69%,86.74%,0.37
26781952138_10155612344197139,Here's why,Anand Mahindra's apology over sacking of a Tech Mahindra employee is important,2.24,588,59,33,http://www.gadgetsnow.com/tech-news/heres-why-anand-mahindras-apology-over-sacking-of-a-tech-mahindra-employee-is-important/articleshow/59501159.cms?utm_source=facebook.com&utm_medium=referral&utm_campaign=TOI,8.44%,89.01%,0.37
26781952138_10155612360907139,,"Video: Delhi zoo to celebrate its animals’ birthdays, starting with tiger Vijay on July 20",2.24,502,3,6,http://timesofindia.indiatimes.com/videos/city/delhi/delhi-zoo-to-celebrate-its-animals-birthdays-starting-with-tiger-vijay-on-july-20/videoshow/59474728.cms?utm_source=facebook.com&utm_medium=referral&utm_campaign=TOI,10.43%,59.45%,0.37
26781952138_10155612388792139,"Over the years, Delhi Metro stations have emerged as a platform to showcase public art and the upcoming Magenta Line will not be any different.",Magenta line stations of Delhi Metro to turn waste into taste,2.24,177,1,4,http://timesofindia.indiatimes.com/city/delhi/magenta-line-stns-to-turn-waste-into-taste/articleshow/59613705.cms?utm_source=facebook.com&utm_medium=referral&utm_campaign=TOI,10.00%,74.82%,0.37
26781952138_10155612408052139,,"Video: GST means 'growing stronger together', says PM Modi",2.24,1241,133,15,http://timesofindia.indiatimes.com/videos/news/gst-means-growing-stronger-together-says-pm-modi/videoshow/59627408.cms?utm_source=facebook.com&utm_medium=referral&utm_campaign=TOI,8.08%,88.42%,0.38
26781952138_10155612421512139,Moshe Holtzberg was two years old when his parents were killed during the 2008 Mumbai terror attacks.,"Dear Mr Modi, I love you': 26/11 child survivor Moshe meets PM in Israel",2.24,769,6,11,http://timesofindia.indiatimes.com/india/dear-mr-modi-i-love-you-26/11-child-survivor-moshe-meets-pm-in-israel/articleshow/59458688.cms?utm_source=facebook.com&utm_medium=referral&utm_term=b&utm_campaign=lifestyle&utm_content=om-bm,5.98%,72.73%,0.37
26781952138_10155612424097139,Does this mean an increase in cigarette prices? Here's the answer,GST Council hikes cess on cigarette to offset makers' windfall,2.24,554,17,12,http://timesofindia.indiatimes.com/business/india-business/gst-council-hikes-cess-on-cigarette-to-offset-makers-windfall/articleshow/59636174.cms?utm_source=facebook.com&utm_medium=referral&utm_campaign=TOI&utm_content=om-bm,9.67%,83.77%,0.35
26781952138_10155612428297139,The victim too is a student of that college.,Odisha girl 'gang-raped' by students in college,2.24,694,123,76,http://timesofindia.indiatimes.com/city/bhubaneswar/plus-ii-girl-gang-raped-in-college-in-odisha/articleshow/59638041.cms?utm_source=facebook.com&utm_medium=referral&utm_campaign=TOI&utm_content=om-bm,12.59%,78.65%,0.36
26781952138_10155612433682139,A move towards Digital India,Bengaluru: Village makes a silky cashless switch,2.24,594,5,30,http://timesofindia.indiatimes.com/city/bengaluru/bengaluru-village-makes-a-silky-cashless-switch/articleshow/59604108.cms?utm_source=facebook.com&utm_medium=referral&utm_campaign=TOI,6.45%,80.57%,0.37
26781952138_10155612449297139,Most of the students aim to crack civil services through Humanities,"At Lucknow college, 90% students shift from science to humanities",2.24,747,23,24,http://timesofindia.indiatimes.com/city/lucknow/at-city-college-90-students-shift-from-science-to-humanities/articleshow/59519614.cms?utm_source=facebook.com&utm_medium=referral&utm_campaign=TOI,12.76%,69.20%,0.37
26781952138_10155612451292139,,Video: Bikers perform dangerous stunts at Vasai,2.24,242,4,2,http://timesofindia.indiatimes.com/videos/city/mumbai/bikers-perform-dangerous-stunts-at-vasai/videoshow/59611637.cms?utm_source=facebook.com&utm_medium=referral&utm_campaign=TOI,11.33%,78.61%,0.39
26781952138_10155612458892139,2017 Kawasaki Ninja 1000 and stripped-down Z900 launched,Kawasaki launches two new motorcycles in India,2.24,157,4,3,http://timesofindia.indiatimes.com/auto/launches/2017-kawasaki-ninja-1000-and-stripped-down-z900-launched/articleshow/59492766.cms?utm_source=facebook.com&utm_medium=referral&utm_campaign=TOI&utm_content=om-bm,12.12%,74.59%,0.40
26781952138_10155612478797139,,Businessman’s son gets 2-year jail for 2008 BMW hit & run,2.24,543,28,11,http://timesofindia.indiatimes.com/city/delhi/bizmans-son-gets-2-year-jail-for-2008-bmw-hit-run/articleshow/59613665.cms?utm_source=facebook.com&utm_medium=referral&utm_campaign=TOI&utm_content=om-bm,9.14%,84.76%,0.36
26781952138_10155612488912139,,BJP likely to name Venkaiah Naidu as VP candidate,2.24,1024,38,8,http://timesofindia.indiatimes.com/india/bjp-likely-to-name-venkaiah-naidu-as-vp-candidate/articleshow/59633897.cms?utm_source=facebook.com&utm_medium=referral&utm_campaign=TOI&utm_content=om-bm,7.08%,93.14%,0.38
26781952138_10155612492347139,Now you can munch in the office without any guilt!,Times Food,1.31,25,0,0,http://recipes.timesofindia.com/articles/features/guilt-free-snacks-you-can-munch-in-office/healthy-and-delicious/photostory/59544413.cms,20.83%,86.36%,0.34
